	tweet_id	user_id	created_at	text	start	end	span	drug
14	442004440187289601	1911089700	2014-03-07 18:30:45	Newbie to #IUI with #Femara would love to hear some encouragement and success stories!http://t.co/4dnhK4EAY2#HelpAGirlOut #GoodKarma	21	27	femara	femara
15	448939997878812672	275248594	2014-03-26 21:50:11	lozenge	-	-	-	-
16	449396189465935872	275248594	2014-03-28 04:02:55	Lozenge. It's my favorite word.	-	-	-	-
17	452520176169123840	59183026	2014-04-05 18:56:32	My dad just admitted to using rogain xD	30	36	rogain	rogaine
18	458285407411503104	245182795	2014-04-21 16:45:30	"My iPhone changed ""Petsmart"" to ""Percocet"".... Hmmmm"	-	-	-	-
19	460049060661956610	442018380	2014-04-26 13:33:38	@sambamthnkyamam was just discussing preventative hair loss by rogaine use in your 20s. My opinion? Au natural!	63	70	rogaine	rogaine
20	460821083680411649	22673457	2014-04-28 16:41:22	RT @LackOfShame: LollipopsPopsiclesFingersBreath mintsIce CubesJolly RanchersThroat LozengeStraws- Things my wife WILL suck on.	77	91	throat lozenge	throat lozenge
21	461217285928390658	323299829	2014-04-29 18:55:44	Legs bums and tums class killed me😥	-	-	-	-
22	461717878710878208	221097446	2014-05-01 04:04:55	Scissor Sisters united. @LaughFactory_LB @DanaEagleTweets @funnyhelenhong you are both my Xanax. Love ya!! http://t.co/TnghBw9lYo	-	-	-	-
23	469265848083828736	34468565	2014-05-21 23:57:51	Aloe is my best friend right now and sunglasses tan lines are not! #CANCUN2014 #1yearanniversary	-	-	-	-
24	481355893968498688	414073002	2014-06-24 08:39:22	Exposure to #vitaminD in later stages of pregnancy may have an effect on a child's sporting performance. Read more... http://t.co/GoIlszw3qm	-	-	-	-
25	481742112250011648	2364553740	2014-06-25 10:14:04	RT @CoventGardenAcu: Vitamin D Has Been Shown to Dramatically Improve Fertility.#vitaminD #health #fertility #wellbeing #supplements http:…	-	-	-	-
26	486476599684919296	28914084	2014-07-08 11:47:14	Natural remedies for pain relief...ginger is my favorite. #foodismedicine #naturalpainremedies #ginger… http://t.co/jocRH0ntOY	-	-	-	-
27	486893968324841472	882259531	2014-07-09 15:25:42	Here what customers are saying about Abiyah Naturals Clove Ginger Balm. Available at… http://t.co/hGncMQQQ1A	-	-	-	-
28	494246100791226369	459938614	2014-07-29 22:20:27	@AllFor_JayZion @Ermanimommy it must was gon b a tynol	-	-	-	-
29	494997530942267394	408076893	2014-08-01 00:06:22	RT @nourish_baby: How to use a TENS machine for pain relief in labour http://t.co/9TNIMEDwOL	-	-	-	-
30	499738670052941824	61931792	2014-08-14 02:05:58	@InspireConvos #Doctor's making profit and patients being harm by #Medical device called #Essure say no #Rwanda take your #Essure #Bayer	-	-	-	-
31	501441479404187648	477703990	2014-08-18 18:52:19	@MisterConnor1 chew on a clove, always works.	-	-	-	-
32	505041229835677696	53849727	2014-08-28 17:16:27	@Rheagannb prescribed me sum nausea medicine tho, didn't do much for me lol..	29	44	nausea medicine	nausea medicine
33	505099661192204290	1523380735	2014-08-28 21:08:38	Someone should donate an iPhone 5s case (cute but kinda protective) to the needy, I'm tired of my Pepto-Bismol lifeproof case 😩😢	-	-	-	-
34	508361702032044032	130626442	2014-09-06 21:10:49	Started watching #InTheClub. I do not miss swigging gaviscon 24/7.	52	60	gaviscon	gaviscon
35	510399075930619904	1157952517	2014-09-12 12:06:37	Add a dose of #anti inflammatory + #digestionaid to your #HSMSignatureSmoothie with fresh #ginger +… http://t.co/nUijJzqMyk	-	-	-	-
36	512025350688481280	103301172	2014-09-16 23:48:51	Novo Nordisk Injection Receives Backing from FDA Panel http://t.co/K9BvAxLF7o	0	12	novo nordisk	novo nordisk
37	512692001494429696	85151902	2014-09-18 19:57:53	Influenza Disease and Vaccines - National Vaccine Information Center http://t.co/ZlYSn6raCk	22	30	vaccines	vaccines
38	512701088995110912	1710354158	2014-09-18 20:33:59	I wanna name my first child vyvanse	-	-	-	-
39	514402788944928768	1610325013	2014-09-23 13:15:56	@amy__loux you need '4Head' it's a god send for headaches (Y)	21	26	4head	4head
40	515974009041997825	397745925	2014-09-27 21:19:24	I hate the way tums be tasting like EW.	15	19	tums	tums
41	516447412060057600	246078498	2014-09-29 04:40:32	I wonder if the milk and honey thing work for heart burn cause Tums ain't shit for me 😐😭	63	67	tums	tums
42	516776432165736448	1288790522	2014-09-30 02:27:57	My boss just handed me this and told me to drink my vitamins #goofy #surprisinglydelicious #vitaminC… http://t.co/qY3Ux0iFHL	-	-	-	-
43	518179192442454018	248358918	2014-10-03 23:22:01	@k_jenee try Tums they work for me	13	17	tums	tums
44	520383047603322881	114368183	2014-10-10 01:19:21	The ignorance going around about vaccines &amp; Ebola are pissing me off #ReadABook	33	41	vaccines	vaccines
45	522125084396244992	288962301	2014-10-14 20:41:35	RT @NJAllergyDoctor: Researchers have found about 500 milligrams (mg) of #vitaminC a day can ease #allergy symptoms &amp; just 1C of raw brocco…	-	-	-	-
46	526520055203254273	137907836	2014-10-26 23:45:38	Mums on the Go - October: Brauer Arnica Cream giveaway | Finding the ME in motherhood | ... - http://t.co/3dX3y0eWQE	26	45	brauer arnica cream	Brauer Arnica Cream
47	526547777384611840	248537549	2014-10-27 01:35:47	@mcnemesiss If you have some bruises, try some @AQRSport, it works a lot faster than most arnica creams against bruises.	90	103	arnica creams	arnica creams
48	527197289979592704	131370286	2014-10-28 20:36:43	No Thrush - The 1st DRY formula Thrush treatment!Recommended by KES staff and perfect for wet weather to keep... http://t.co/Z6oF2XJZjP	0	9	no thrush	No thrush
49	530193656888586241	2575343510	2014-11-06 03:03:13	I REALLY hope I get picked to get the free products in the Rogaine Women Program. Wish me luck! http://t.co/LY3Sq72HAc via @expotv	59	66	rogaine	rogaine 
50	530894816339853313	406653757	2014-11-08 01:29:22	@dbear1026 thank you for making me dinner and feeding me some vitamins😘 you da best	-	-	-	-
51	534474586901860353	28305745	2014-11-17 22:34:06	Punarnava - Boerhavia diffusa | Honey for PCOS | What Is Satva http://t.co/8VEtj9TdXK	-	-	-	-
52	534831570793005056	40029897	2014-11-18 22:12:37	Want to know what was in this amazing syrup? Well, one grain (65 mg) of morphine per fluid ounce, ca http://t.co/XnNCJyDNXI	72	80	morphine	morphine
53	535866602194231296	354855472	2014-11-21 18:45:28	RT @UberFacts: A bag of Skittles contains 50% of your daily recommended vitamin C.	-	-	-	-
54	537225789067239424	376089162	2014-11-25 12:46:23	@MamfaJane @PaedIQ Can be blamed on vaccs or teething etc but it may be totally unrelated. Who is to say? Any other signs of sickness?	36	41	vaccs	vaccines
55	540578205204484096	460522504	2014-12-04 18:47:42	@tttcnumber1 For TTC Prep for 3 months with acupuncture for blood flow to ovaries, protein, Vitamin D &amp; Antioxidants	-	-	-	-
56	542547857019269120	2236779152	2014-12-10 05:14:23	I wanna try maderma next tho , is it good ??	12	19	maderma	maderma
57	552648942337273858	194727028	2015-01-07 02:12:30	@kokomoymca @GraphicsKing209 I'm currently soaking in a hot bath and taking preemptive alieve. My legs are going to hate me tomorrow:	87	93	alieve	aleve
58	553806955303944192	2820868761	2015-01-10 06:54:02	Pussy put his ass to sleep now he callin me NyQuil... 😼	-	-	-	-
59	556372325718052864	2207631552	2015-01-17 08:47:54	RT @ArianaGrande: covered in ice packs / arnica. these rehearsals are kicking my ass but i love it. really want to make this show the best …	41	47	arnica	arnica
60	556722863042879489	96305269	2015-01-18 08:00:48	@quietchelle essential oils for pain are: German Chamomile, Clary Sage, Black Pepper, Ginger, Lavender, Eucalyptus, Peppermint, Rosemary...	-	-	-	-
61	557077834506981376	2421363696	2015-01-19 07:31:20	I need a Vicks humidifier	-	-	-	-
62	563411123651616769	245182795	2015-02-05 18:57:34	Has anyone used Copaiba/Clove or Valor for sciatica? PanAway isn't cutting it #youngliving @younglivingeo	33	38	valor	valor
63	568696827450515456	98013151	2015-02-20 09:01:04	Vicks saves lifes 👃	-	-	-	-
64	569375911021322240	229653366	2015-02-22 05:59:30	XAN HAD ME LIKE 😂😂😂 | “@juugMan_BLACK Oml I jus found $150 in my pants pocket from like a week ago lol”	0	3	xan	xanax
65	577663639152435200	270518143	2015-03-17 02:51:58	Foot, ankle, and an arnica oil back massage tonight—my husband rocks my pregnant socks! 😉 #butreally #imsothankful @dannysherman xoxo	-	-	-	-
66	578112004063277056	20539557	2015-03-18 08:33:37	@Missamanda77 It will get better, I promise. Lansinoh, correct positioning &amp; getting them out to air dry will help! x @TheMrsRaybould	45	53	lansinoh	lansinoh
67	581340188661714944	3091584322	2015-03-27 06:21:16	Cialis St http://t.co/NlH3mjFsGv	-	-	-	-
68	583298608675491840	291989642	2015-04-01 16:03:20	Our daily dose and needs of nutrients and vitamins! 🍶💪 http://t.co/pD6PiKZ41Z http://t.co/viVluyH96d	-	-	-	-
69	584512614765432833	37728023	2015-04-05 00:27:21	any advice for a newbie pls!!: Opiates started out for me as a must have for pain. ..now they're just a must h... http://t.co/4V9gmc5yXz	31	38	opiates	opiates
70	585199728826130432	1201402910	2015-04-06 21:57:42	They fucked up when they prescribed me these percs 😜 thats probably why im feeling so good soon this shit wear off ima be in so much pain 😖	45	50	percs	percocet
71	587457396563390464	2341726142	2015-04-13 03:28:52	i think the retin-a micro was really just too harsh for my skin and actually causing more break outs.	12	19	retin-a	retin-a
72	587661242174570498	79250323	2015-04-13 16:58:53	"My professor speaking about a kid in my class, ""you're like a lozenge. You soothe me, buddy."" 😂😂😂"	62	69	lozenge	lozenge
73	588167601920028673	1340393137	2015-04-15 02:30:58	Mind blown! This stuff is so delicious and #fertilityfriendly with loads of #maca root. It sustains… https://t.co/SG2Ql7rjNm	77	86	maca root	maca root
74	589415722167578624	946505696	2015-04-18 13:10:33	T5 with Hoodia Real Review – Make Your Diet A Success T5 with Hoodia http://t.co/wCdlUBACnY	8	14	hoodia	hoodia
75	589415722167578624	946505696	2015-04-18 13:10:33	T5 with Hoodia Real Review – Make Your Diet A Success T5 with Hoodia http://t.co/wCdlUBACnY	62	68	hoodia	hoodia
76	590965178268684288	67197351	2015-04-22 19:47:32	RT @strollerincity: I’m joining @tameramowrytwo in promising to play more with #BandAidBrand #Neosporin &amp; @KaBOOM! Visit http://t.co/uI5jHh…	94	103	neosporin	neosporin
77	594760963762487296	37728023	2015-05-03 07:10:38	need of subutex: Will this ever end http://t.co/84VkhPKfyz	8	15	subutex	subutex
78	597800852649168896	2904468944	2015-05-11 16:30:04	@Ayo_ObiDontPlay u just need a lil vitamin c lol	-	-	-	-
79	604282231578824704	66077046	2015-05-29 13:44:45	"I posted 11 photos on Facebook in the album ""Claritin Reditabs Launch"" http://t.co/e6Ugkryb6H"	45	62	claritin reditabs	Claritin Reditabs
80	613473999037800448	1429106155	2015-06-23 22:29:33	Surely they could make something that tastes half decent for heartburn gaviscon is the worst!! I'm going to have one hairy princess	71	79	gaviscon	gaviscon
81	614268603118911488	458532120	2015-06-26 03:07:02	@LoganGoodner7 diamond butter, cheese axe, porcelain porcupine, Steele lozenge, ice banana, dragon berries.	-	-	-	-
82	615087833473241089	27956109	2015-06-28 09:22:21	BUMS &amp; TUMS AT HOME!Target your butt &amp; abs with these 4 combo exercises. Tone up, burn up, have fun!@lornajanehofUK http://t.co/Bi7CvxOzet	-	-	-	-
83	620241325296848896	236237519	2015-07-12 14:40:30	How To Make An Excellent Homemade Natural Decongestant and Expectorant http://t.co/joe7v19BbC	42	54	decongestant	Decongestant
84	620241325296848896	236237519	2015-07-12 14:40:30	How To Make An Excellent Homemade Natural Decongestant and Expectorant http://t.co/joe7v19BbC	59	70	expectorant	Expectorant
85	621393826591191040	1513251314	2015-07-15 19:00:07	Hi @LRatapana. Yep, still going (10 yrs this year!). We're at Christ Church on Lillian Grove. Bums, Tums and Wobbly Bits tomorrow at 6:30!	-	-	-	-
86	621729167906881540	434153805	2015-07-16 17:12:39	@shelbsss22 use the baby aveno eczema cream. I use it on King lol	20	43	baby aveno eczema cream	baby aveeno eczema cream
87	621749999760707584	67157872	2015-07-16 18:35:26	RT @netflix: Oh Mylanta, it's really happening! http://t.co/mD7qayaE44	-	-	-	-
88	624285986835558400	280329066	2015-07-23 18:32:32	@_Reeeese use maderma	14	21	maderma	maderma
89	633493227035885568	23550047	2015-08-18 04:18:49	RT @LenGotGame: 😈 RT @JLaCocaina: RT @morgzz23: I JUST TOOK A PISS AND I SEEN CODEINE COMING OUT https://t.co/mEGllBVR1J	78	85	codeine	codeine
90	637612426574331904	3313030383	2015-08-29 13:07:03	🌿🌿 Today's post is all about arnica http://t.co/cFNZR4yM74 #bbloggers #mummybloggers 🌿🌿	29	35	arnica	arnica
91	638569192262729728	479977051	2015-09-01 04:28:54	If my Neosporin expired 02/2012 will it still work Y/N?	6	15	neosporin	neosporin
92	639965562383286272	2201934477	2015-09-05 00:57:34	i just took a piss and I seen codeine coming out . 🎶	30	37	codeine	codeine
93	640370485503528960	1549667538	2015-09-06 03:46:35	The doctor just prescribed me with some lean 😀	40	44	lean	cough syrup
94	646225993758191616	118281788	2015-09-22 07:34:17	RT @Advil: me as soon as the clock strikes 12 on October 1st http://t.co/GVwgO3StCU	-	-	-	-
95	646871647270666240	20258165	2015-09-24 02:19:53	"RT @jasonkotenko: My idea for a solution to the ""Daraprim Problem"" (price gouging in the generic drug market): http://t.co/2DNTwS1OJI"	49	57	daraprim	Daraprim
96	649017664174592001	933758694	2015-09-30 00:27:23	"I heard my mom come in the backround saying ""it's ok, ponle Vicks"" 😒"	-	-	-	-
97	651613676458274816	1146658867	2015-10-07 04:23:01	@4eyezNDspam haha ugh so true. The struggle of finding a Nina for my baby. Ambien better not slobber on my baby! But thank you😊	-	-	-	-
98	651943880158519296	61369512	2015-10-08 02:15:08	RT @ladygaga: I'm too excited I need an inhaler and sedative drip🎈🔫 #AHSHotel @MrRPMurphy	52	65	sedative drip	sedative drip
99	652645805195661313	224266113	2015-10-10 00:44:20	Hello animated clone wars borrowing heavily from Retin of the Jedi script.	-	-	-	-
100	654994799678877696	25726490	2015-10-16 12:18:24	#rx #drugs Tramadol HCL Safety And Potency Past Expiration Date http://t.co/7KXi6jTp8E	11	23	tramadol hcl	tramadol HCL
101	655258721078128640	2653940470	2015-10-17 05:47:07	@_karinavitela take tum tums	24	28	tums	tums
102	658047681617465345	3826905794	2015-10-24 22:29:27	RT @PCRMedicine: It's recommended that women #ttc start taking folic acid 2 to 3 months prior to #conception. https://t.co/Qm7z1zAkj8 #PCRM	63	73	folic acid	folic acid
103	660896541926932481	17694056	2015-11-01 19:09:49	Did you know a solution of cocaine is actually the best thing to prevent facial scarring and also for pain relief?	27	34	cocaine	cocaine
104	660952757948588033	275248594	2015-11-01 22:53:12	@2KelAMockingbrd clove is an analgesic - use essential oil for toothaches or bug bites and it works so well! It does make me drool tho...	17	22	clove	clove
105	661942266731167745	253312240	2015-11-04 16:25:09	What should I know about #sodium nitrate before taking it? - Nutritive Agent - Sharecare https://t.co/8VP3v6AXFI	-	-	-	-
106	664978519382888448	2729241191	2015-11-13 01:30:08	Additional intake of specific nutrients during pregnancy such as folic acid, Vitamin C, calcium and iron.	-	-	-	-
107	666295379286056960	231104880	2015-11-16 16:42:52	"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""Now also available in... https://t.co/EvXWnjWkVj"	0	6	arnica	arnica
108	666772040372785153	231104880	2015-11-18 00:16:57	If you deal with chronic pain you should read this;https://t.co/35afuPjYVZArnica and Hemp... https://t.co/YjkgWPeTqw	74	80	arnica	arnica
109	669367233794052096	231104880	2015-11-25 04:09:19	"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""503-882-5609#arnica... https://t.co/yLWlw2MHSd"	0	6	arnica	arnica
110	669367233794052096	231104880	2015-11-25 04:09:19	"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""503-882-5609#arnica... https://t.co/yLWlw2MHSd"	102	108	arnica	arnica
111	669367233794052096	231104880	2015-11-25 04:09:19	"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""503-882-5609#arnica... https://t.co/yLWlw2MHSd"	8	21	hemp seed oil	hemp seed oil
112	669368304801198080	231104880	2015-11-25 04:13:34	"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""503-882-5609... https://t.co/HzP1UXKzaU"	0	6	arnica	arnica
113	669368304801198080	231104880	2015-11-25 04:13:34	"ARNICA, HEMP SEED OIL AND GINGER all in one natural healing product""That Dragonfly Stuff""503-882-5609... https://t.co/HzP1UXKzaU"	8	21	hemp seed oil	hemp seed oil
114	669720700677148672	350620700	2015-11-26 03:33:52	Delicious chia pudding this morning. I added cinnamon, cardamom, turmeric for a dose of natural anti… https://t.co/9fsidl0ucL	-	-	-	-
115	669745197375430657	1454580913	2015-11-26 05:11:12	On this thanksgiving, I am thankful for morphine. The hospital provides	40	48	morphine	morphine
116	670311417371860992	29393121	2015-11-27 18:41:10	Heal Thyself First Aid! #GIFT ideas - Lotions + Oils - Traumeel Homeopathic Ointment, Bach Rescue Remedy Spray,... https://t.co/R7sOysF7Hm	-	-	-	-
117	671803230335188993	3020647655	2015-12-01 21:29:06	@doingababy bloody hell, I had wondered why people keep telling me arnica is great for bruising..?! Xx	67	73	arnica	arnica
118	673576594636673024	632493133	2015-12-06 18:55:49	@ChadJones_ tylenol	-	-	-	-
119	679095953941393408	179825324	2015-12-22 00:27:47	@pharmacists really wish we could make a better tasting barium sulfate vanilla, berry, and banana are not cutting it #mondaymotivation	56	70	barium sulfate	barium sulfate
120	681892697188122625	449341656	2015-12-29 17:41:02	RT @XANAXDREAMS: she dresses like xanax but fucks like adderall	-	-	-	-
121	684925048658898944	23116894	2016-01-07 02:30:31	@nscottg B complex vitamins can help with energy and supposedly metabolism. I didn't help me weight wise but it did improve my energy	9	27	b complex vitamins	b complex vitamins
122	685991713182236674	2616928944	2016-01-10 01:09:04	"Alexis asks ""Has anybody had adderall to help them stay awake?"""	29	37	adderall	adderall
123	687483724171243520	1860661500	2016-01-14 03:57:47	Lots of riboflavin. 😂	-	-	-	-
124	689143153136369664	15810715	2016-01-18 17:51:46	@simon3862 @HEYDUGGEE it worked better than calpol for the baby's teething pain! A-woof!	44	50	calpol	calpol
125	694612071271567360	37387830	2016-02-02 20:03:17	Peanut update: They took Nate off sedation yesterday and off the ventilator today. He is awake but sleepy. Baby steps make a big difference💙	34	42	sedation	sedation
126	695186321053130754	525208944	2016-02-04 10:05:09	NEW POST! Solving #hair thinning issues with @NioxinProducts Diaboost - the hair booster!https://t.co/JgmhBxFH13 https://t.co/KXXqRwtSJU	61	69	diaboost	diaboost
127	696822064347537409	2308954844	2016-02-08 22:25:01	@joshxoldfield @zacxmahrouche WOW SOMEONE GET ME SOME ALOE VERA	-	-	-	-
128	697621980066017280	2557682928	2016-02-11 03:23:35	RT @seroquel: i hate when i am having a bad day and everyone takes it personally, like no i hate myself, not you	-	-	-	-
129	697974476152008704	3237143043	2016-02-12 02:44:17	@joeIezra omg its the lil line of hair going down people's tums its The Best	-	-	-	-
130	701137004067745798	23024519	2016-02-20 20:11:02	@PatOu_1995 @Advil I just followed him 👌😎😍	-	-	-	-
131	710966945055543296	302765767	2016-03-18 23:11:43	Anyone at @c2e2 have some Afrin? Have to do @NPRAskMeAnother show at 7:30pm and suffering. Help a host out!	26	31	afrin	afrin
132	711762436613738496	2929198862	2016-03-21 03:52:43	@HighBoyAG drink hella water and make sure you're giving out that vitamin D!	-	-	-	-
133	711840470079504385	1257761390	2016-03-21 09:02:48	"RT @Advil: a drunk white dude just came up to me and says ""you know who you look like????? do you know zayn??? you look like zayn. """	-	-	-	-
134	711856214666297344	414073002	2016-03-21 10:05:21	Getting enough #VitaminD is essential whilst you are pregnant for the baby’s skeletal growth (via @DailyMirror) https://t.co/dD5Akr8xjd	-	-	-	-
135	712750469450366976	20406312	2016-03-23 21:18:48	@laureningram do you use arnica ointment on bruises? I find it heals them very quickly.	25	40	arnica ointment	arnica ointment
136	713041664688787456	4828077034	2016-03-24 16:35:55	@jrdnmps @SlavojPeezek I've typed bisphosphonate liposomal at least 100 times this week and it pissed off a lot of my coworkers *flips hair*	34	58	bisphosphonate liposomal	bisphosphonate liposomal
137	713930009539256320	710164740153221121	2016-03-27 03:25:53	RT @NiggaCommentary: THEY GAVE THE BIRDS LAXATIVES LMAO😂😂https://t.co/4CMdmOcXlo	41	50	laxatives	laxatives
138	717556116910047232	169875592	2016-04-06 03:34:44	RT @D_Waller18: Frank Ocean x Novacane will forever be a classic	-	-	-	-
139	717724572485820416	414073002	2016-04-06 14:44:07	RT @katrinderPR: .@BetterYou_Ltd #vitaminD oral spray could help heart health https://t.co/DVfMFXUukV	34	53	vitamind oral spray	vitamin D oral spray
140	719658350414135296	1357311444	2016-04-11 22:48:16	They hooked on that vitamin D 😂😂😂😂😂😂😂😂😂😂😂👀 https://t.co/TYI1DVB8EL	-	-	-	-
141	721710685961527296	402233419	2016-04-17 14:43:30	Went to the hospital &amp; they prescribed me so many perks💊	54	59	perks	percocet
142	722293336397053952	362655140	2016-04-19 05:18:45	RT @Advil: why this looks like ted cruz in drag https://t.co/tHbKLwr134	-	-	-	-
143	724439217233747968	39633585	2016-04-25 03:25:43	Ready... Can't wait for my baby to come home 😩😩😩 #prayers #TLC #comfortfood #arnica #kisses https://t.co/dEHYro49VG	77	83	arnica	arnica
144	724850563377205249	76826420	2016-04-26 06:40:16	@The_Ashanka I would accept that!  Two hours and nothing.  Gonna take some advil and hope that does something.	75	80	advil	advil
145	728949958871633920	3507760932	2016-05-07 14:09:48	With sandalwood working as an antiseptic, astringent, and softening agent; tumeric working as an… https://t.co/BA8d8lBRZz	-	-	-	-
146	729491459708162048	2287485296	2016-05-09 02:01:31	@ReaverBait At 24wks &amp; younger it is standard medical practice in US to abort via D&amp;E. At 25wks+ they use digoxin followed by still birth.	114	121	digoxin	digoxin
147	730431338952564736	40889695	2016-05-11 16:16:16	Reduce wrinkles and repair sun damaged skin without the harsh side effects of a retinoid prescription product &gt; https://t.co/dcIZjfWqxN	80	88	retinoid	retinoid
148	733765555186962432	78951073	2016-05-20 21:05:15	Anyone have any recommendations for pain relief when having a kidney infection? Seeing as your not actually allowed to take painkillers	124	135	painkillers	painkillers
149	736066261424046088	1112171390	2016-05-27 05:27:26	Aloe Vera is my best friend rn	-	-	-	-
150	736265500863369216	2349928272	2016-05-27 18:39:09	Final bits...arnica, popcorn, coconut water, lavender, essential oil burner, clary sage, massage oil, affirmations.… https://t.co/UfRJcmytoR	13	19	arnica	arnica
151	737130107349962753	345056330	2016-05-30 03:54:47	I need some aloe my legs &amp; belly are on fire !!!😩	-	-	-	-
152	737286407316602881	69057175	2016-05-30 14:15:52	ok aloe is my best friend	-	-	-	-
153	741270300311048192	222673441	2016-06-10 14:06:26	Wondered why my eyebrows were growing so fast in between threadings &amp; realized my hair has too 😳 thanks biotin!!	108	114	biotin	biotin
154	743128835915292672	2985378649	2016-06-15 17:11:35	Got our Vicks humidifier on to help the both of us with our stuffy and runny nose.	-	-	-	-
155	743331946478993408	628659918	2016-06-16 06:38:41	RT @donut_likeyou: novacane babyyy	-	-	-	-
156	750111270867759105	384890819	2016-07-04 23:37:18	I wanna pour a bottle of peroxide in both of my eyes	25	33	peroxide	peroxide
157	753945786228944896	442934291	2016-07-15 13:34:17	29 Surprising Uses For Hydrogen Peroxide #TheAltDaily https://t.co/fdwsd5XoMw	23	40	hydrogen peroxide	hydrogen peroxide
158	757336236814139393	557720042	2016-07-24 22:06:44	"Tristan says ""That ""olay gel"" stuff makes your sunburn feel better."" He was talking about Aloe Vera Gel 😂😂"	-	-	-	-
159	757642380350672896	368374295	2016-07-25 18:23:14	Just remembered Sunday morning  I sang novacane in the car with the top down at the top of my lungs drunk &amp; high af 😂	-	-	-	-
160	757819339403767808	41464007	2016-07-26 06:06:24	@chelsbaae Melaluca oil!!! lol mines was completely gone in two days 👏🏼	-	-	-	-
161	759568959821586432	2474753641	2016-07-31 01:58:46	RT @ashley_worceste: So thankful @SunflowerKenz brought me Magnesium oil today &amp; saved my life. 🌻💕	59	72	magnesium oil	magnesium oil
162	765046622782971904	349338716	2016-08-15 04:45:03	Most of what you’ve read about vitamin D isn’t true. #vitaminD https://t.co/e1uwXhnhkC https://t.co/S6pklotQQD	-	-	-	-
163	765215773207982080	50466068	2016-08-15 15:57:12	Idk y my bf keeps pissing me off, I take out food for him every single day I can easily slip some laxatives in there nothing too serious	98	107	laxatives	laxatives
164	765846545900199936	60622943	2016-08-17 09:43:39	Arnica is MAGICAL	0	6	arnica	arnica
165	766010941125169152	19041824	2016-08-17 20:36:54	@OhEmmeG this is me with no maca root	28	37	maca root	maca root
166	766443849656832000	119973332	2016-08-19 01:17:08	RT @macaronikid: Like 5x more vitamin D, more than double the Omega 3 and 10x more Vitamin E! #ebeggs	-	-	-	-
167	766678327478325248	978931344	2016-08-19 16:48:52	TyLan is really the highlight of my life 😭💙	-	-	-	-
168	768085970893869056	209170403	2016-08-23 14:02:20	Don't forget to enter the Lasinoh competition, there are some lovely prizes including our Rainbow Muslins. https://t.co/jUv1C5UTtC	26	33	lasinoh	Lansinoh
169	768211785967136769	170497487	2016-08-23 22:22:17	RT @LooperAbby: When you never can get the red flintstone out the bottle	43	57	red flintstone	flintstone vitamins
